input,target,lang,plural
le femme frappe le oiseau,le femme a frappé le oiseau,fr,False
de kinderen observeert de leeuwen,de kinderen heeft de leeuwen geobserveerd,nl,True
le éléphant aide le ami,le éléphant a aidé le ami,fr,False
les singes poursuit les souris,les singes a poursuivi les souris,fr,True
le singe mange le éléphant,le singe a mangé le éléphant,fr,False
de vos bekijkt de hond,de vos heeft de hond bekeken,nl,False
le femme attaque le homme,le femme a attaqué le homme,fr,False
les oiseaux ignore les renards,les oiseaux a ignoré les renards,fr,True
de honden negeert de tijgers,de honden heeft de tijgers genegeerd,nl,True
les docteurs ignore les chats,les docteurs a ignoré les chats,fr,True
de mannen troost de vijanden,de mannen heeft de vijanden getroost,nl,True
le chien cherche le garçon,le chien a cherché le garçon,fr,False
les chiens sauve les garçons,les chiens a sauvé les garçons,fr,True
le chien repousse le renard,le chien a repoussé le renard,fr,False
de meisje bekijkt de kind,de meisje heeft de kind bekeken,nl,False
les renards poursuit les docteurs,les renards a poursuivi les docteurs,fr,True
de muis helpt de paard,de muis heeft de paard geholpen,nl,False
de jongen draagt de aap,de jongen heeft de aap gedragen,nl,False
le chat voit le chien,le chat a vu le chien,fr,False
de leeuwen duwt de vossen,de leeuwen heeft de vossen geduwd,nl,True
de olifanten volgt de kinderen,de olifanten heeft de kinderen gevolgd,nl,True
les professeurs réconforte les souris,les professeurs a réconforté les souris,fr,True
le souris voit le enfant,le souris a vu le enfant,fr,False
de leeuwen observeert de olifanten,de leeuwen heeft de olifanten geobserveerd,nl,True
de tijger troost de leraar,de tijger heeft de leraar getroost,nl,False
de vogel draagt de dokter,de vogel heeft de dokter gedragen,nl,False
le garçon aide le fille,le garçon a aidé le fille,fr,False
de dokters eet de vossen,de dokters heeft de vossen gegeten,nl,True
de vriend slaat de kind,de vriend heeft de kind geslagen,nl,False
le garçon aide le loup,le garçon a aidé le loup,fr,False
de kat zoekt de vriend,de kat heeft de vriend gezocht,nl,False
le femme sauve le renard,le femme a sauvé le renard,fr,False
de vriend redt de olifant,de vriend heeft de olifant gered,nl,False
de aap jaagt de leraar,de aap heeft de leraar gejaagd,nl,False
les oiseaux mange les renards,les oiseaux a mangé les renards,fr,True
de vos ziet de dokter,de vos heeft de dokter gezien,nl,False
de vogels slaat de dokters,de vogels heeft de dokters geslagen,nl,True
les renards aime les singes,les renards a aimé les singes,fr,True
de muizen zoekt de vossen,de muizen heeft de vossen gezocht,nl,True
de muis zoekt de leraar,de muis heeft de leraar gezocht,nl,False
le cheval suit le professeur,le cheval a suivi le professeur,fr,False
de tijgers bekijkt de dokters,de tijgers heeft de dokters bekeken,nl,True
les garçons sauve les professeurs,les garçons a sauvé les professeurs,fr,True
de vriend duwt de muis,de vriend heeft de muis geduwd,nl,False
le loup aide le oiseau,le loup a aidé le oiseau,fr,False
les souris attaque les singes,les souris a attaqué les singes,fr,True
de vijand duwt de olifant,de vijand heeft de olifant geduwd,nl,False
de jongens draagt de meisjes,de jongens heeft de meisjes gedragen,nl,True
les loups frappe les tigres,les loups a frappé les tigres,fr,True
les éléphants mange les professeurs,les éléphants a mangé les professeurs,fr,True
de vossen slaat de muizen,de vossen heeft de muizen geslagen,nl,True
de honden zoekt de katten,de honden heeft de katten gezocht,nl,True
de vos draagt de hond,de vos heeft de hond gedragen,nl,False
le professeur observe le cheval,le professeur a observé le cheval,fr,False
de olifanten bekijkt de meisjes,de olifanten heeft de meisjes bekeken,nl,True
les tigres aide les filles,les tigres a aidé les filles,fr,True
de vijanden valt de muizen,de vijanden heeft de muizen aangevallen,nl,True
de jongens troost de katten,de jongens heeft de katten getroost,nl,True
les femmes mange les enfants,les femmes a mangé les enfants,fr,True
le professeur repousse le loup,le professeur a repoussé le loup,fr,False
de kind bekijkt de meisje,de kind heeft de meisje bekeken,nl,False
les chiens mange les singes,les chiens a mangé les singes,fr,True
le ami suit le ennemi,le ami a suivi le ennemi,fr,False
les hommes porte les filles,les hommes a porté les filles,fr,True
le loup chasse le garçon,le loup a chassé le garçon,fr,False
de vijand slaat de hond,de vijand heeft de hond geslagen,nl,False
de muizen jaagt de kinderen,de muizen heeft de kinderen gejaagd,nl,True
de jongens eet de olifanten,de jongens heeft de olifanten gegeten,nl,True
les oiseaux soigne les renards,les oiseaux a soigné les renards,fr,True
le ennemi frappe le garçon,le ennemi a frappé le garçon,fr,False
de leeuw achtervolgt de dokter,de leeuw heeft de dokter achtervolgd,nl,False
le souris embrasse le garçon,le souris a embrassé le garçon,fr,False
de kinderen mag de dokters,de kinderen heeft de dokters gemogen,nl,True
le singe repousse le ennemi,le singe a repoussé le ennemi,fr,False
de man redt de dokter,de man heeft de dokter gered,nl,False
le enfant mange le fille,le enfant a mangé le fille,fr,False
les singes porte les garçons,les singes a porté les garçons,fr,True
de vossen negeert de dokters,de vossen heeft de dokters genegeerd,nl,True
les loups cherche les enfants,les loups a cherché les enfants,fr,True
le homme chasse le garçon,le homme a chassé le garçon,fr,False
de kinderen zoent de leraars,de kinderen heeft de leraars gezoend,nl,True
de vogels bekijkt de honden,de vogels heeft de honden bekeken,nl,True
de tijgers achtervolgt de vogels,de tijgers heeft de vogels achtervolgd,nl,True
de katten helpt de vijanden,de katten heeft de vijanden geholpen,nl,True
le professeur sauve le éléphant,le professeur a sauvé le éléphant,fr,False
le renard soigne le oiseau,le renard a soigné le oiseau,fr,False
le garçon poursuit le loup,le garçon a poursuivi le loup,fr,False
le souris cherche le renard,le souris a cherché le renard,fr,False
de vrouwen helpt de vrienden,de vrouwen heeft de vrienden geholpen,nl,True
de katten zoent de muizen,de katten heeft de muizen gezoend,nl,True
le tigre chasse le professeur,le tigre a chassé le professeur,fr,False
les ennemis chasse les enfants,les ennemis a chassé les enfants,fr,True
les loups suit les souris,les loups a suivi les souris,fr,True
les filles poursuit les éléphants,les filles a poursuivi les éléphants,fr,True
de katten draagt de vossen,de katten heeft de vossen gedragen,nl,True
de leeuwen bekijkt de dokters,de leeuwen heeft de dokters bekeken,nl,True
le cheval frappe le enfant,le cheval a frappé le enfant,fr,False
de leraars zoent de paarden,de leraars heeft de paarden gezoend,nl,True
les ennemis attaque les chats,les ennemis a attaqué les chats,fr,True
les souris mange les chiens,les souris a mangé les chiens,fr,True
de muizen zoekt de leraars,de muizen heeft de leraars gezocht,nl,True
les professeurs réconforte les ennemis,les professeurs a réconforté les ennemis,fr,True
de jongen verzorgt de hond,de jongen heeft de hond verzorgd,nl,False
le professeur réconforte le chien,le professeur a réconforté le chien,fr,False
le ennemi sauve le chat,le ennemi a sauvé le chat,fr,False
les éléphants porte les loups,les éléphants a porté les loups,fr,True
le homme sauve le femme,le homme a sauvé le femme,fr,False
de leeuwen helpt de dokters,de leeuwen heeft de dokters geholpen,nl,True
le cheval observe le ennemi,le cheval a observé le ennemi,fr,False
les loups attaque les oiseaux,les loups a attaqué les oiseaux,fr,True
de paard volgt de meisje,de paard heeft de meisje gevolgd,nl,False
le ami attaque le renard,le ami a attaqué le renard,fr,False
de honden slaat de leraars,de honden heeft de leraars geslagen,nl,True
de leeuwen mag de vogels,de leeuwen heeft de vogels gemogen,nl,True
les amis suit les oiseaux,les amis a suivi les oiseaux,fr,True
les docteurs poursuit les singes,les docteurs a poursuivi les singes,fr,True
les docteurs observe les chiens,les docteurs a observé les chiens,fr,True
les loups ignore les enfants,les loups a ignoré les enfants,fr,True
les chats cherche les filles,les chats a cherché les filles,fr,True
le chat attaque le cheval,le chat a attaqué le cheval,fr,False
le tigre regarde le femme,le tigre a regardé le femme,fr,False
le loup repousse le professeur,le loup a repoussé le professeur,fr,False
les chevaux embrasse les enfants,les chevaux a embrassé les enfants,fr,True
les loups aide les éléphants,les loups a aidé les éléphants,fr,True
de honden troost de meisjes,de honden heeft de meisjes getroost,nl,True
de vriend achtervolgt de jongen,de vriend heeft de jongen achtervolgd,nl,False
de meisje duwt de leraar,de meisje heeft de leraar geduwd,nl,False
de vriend mag de olifant,de vriend heeft de olifant gemogen,nl,False
les singes soigne les chats,les singes a soigné les chats,fr,True
de kat draagt de kind,de kat heeft de kind gedragen,nl,False
de vogels bekijkt de tijgers,de vogels heeft de tijgers bekeken,nl,True
le professeur sauve le ennemi,le professeur a sauvé le ennemi,fr,False
le ami suit le fille,le ami a suivi le fille,fr,False
les renards frappe les souris,les renards a frappé les souris,fr,True
de jongen slaat de vijand,de jongen heeft de vijand geslagen,nl,False
le renard suit le chat,le renard a suivi le chat,fr,False
de meisjes redt de vrienden,de meisjes heeft de vrienden gered,nl,True
le ami réconforte le garçon,le ami a réconforté le garçon,fr,False
le oiseau réconforte le garçon,le oiseau a réconforté le garçon,fr,False
de apen volgt de honden,de apen heeft de honden gevolgd,nl,True
de tijgers negeert de leraars,de tijgers heeft de leraars genegeerd,nl,True
de leeuwen draagt de leraars,de leeuwen heeft de leraars gedragen,nl,True
les tigres réconforte les chats,les tigres a réconforté les chats,fr,True
les loups sauve les enfants,les loups a sauvé les enfants,fr,True
de vrienden eet de vogels,de vrienden heeft de vogels gegeten,nl,True
le tigre attaque le oiseau,le tigre a attaqué le oiseau,fr,False
de olifanten zoekt de paarden,de olifanten heeft de paarden gezocht,nl,True
de vossen helpt de tijgers,de vossen heeft de tijgers geholpen,nl,True
de dokters troost de meisjes,de dokters heeft de meisjes getroost,nl,True
de vrienden bekijkt de apen,de vrienden heeft de apen bekeken,nl,True
le fille aide le professeur,le fille a aidé le professeur,fr,False
de kat draagt de vrouw,de kat heeft de vrouw gedragen,nl,False
le loup regarde le ami,le loup a regardé le ami,fr,False
les tigres observe les singes,les tigres a observé les singes,fr,True
de vogels slaat de mannen,de vogels heeft de mannen geslagen,nl,True
les loups mange les renards,les loups a mangé les renards,fr,True
les tigres cherche les loups,les tigres a cherché les loups,fr,True
le fille frappe le enfant,le fille a frappé le enfant,fr,False
de vijanden achtervolgt de apen,de vijanden heeft de apen achtervolgd,nl,True
le oiseau observe le garçon,le oiseau a observé le garçon,fr,False
de vrouwen zoent de katten,de vrouwen heeft de katten gezoend,nl,True
de muizen mag de olifanten,de muizen heeft de olifanten gemogen,nl,True
les professeurs soigne les éléphants,les professeurs a soigné les éléphants,fr,True
le docteur embrasse le oiseau,le docteur a embrassé le oiseau,fr,False
de leeuw helpt de kat,de leeuw heeft de kat geholpen,nl,False
le loup attaque le enfant,le loup a attaqué le enfant,fr,False
de paard helpt de meisje,de paard heeft de meisje geholpen,nl,False
le enfant poursuit le chien,le enfant a poursuivi le chien,fr,False
de man verzorgt de kind,de man heeft de kind verzorgd,nl,False
les ennemis poursuit les oiseaux,les ennemis a poursuivi les oiseaux,fr,True
de leraars valt de apen,de leraars heeft de apen aangevallen,nl,True
les tigres poursuit les loups,les tigres a poursuivi les loups,fr,True
les docteurs mange les filles,les docteurs a mangé les filles,fr,True
de olifanten verzorgt de kinderen,de olifanten heeft de kinderen verzorgd,nl,True
les tigres mange les singes,les tigres a mangé les singes,fr,True
de jongen volgt de vriend,de jongen heeft de vriend gevolgd,nl,False
le femme réconforte le cheval,le femme a réconforté le cheval,fr,False
les souris ignore les oiseaux,les souris a ignoré les oiseaux,fr,True
le garçon attaque le homme,le garçon a attaqué le homme,fr,False
de vijanden bekijkt de jongens,de vijanden heeft de jongens bekeken,nl,True
de vossen observeert de tijgers,de vossen heeft de tijgers geobserveerd,nl,True
les singes voit les renards,les singes a vu les renards,fr,True
de kind zoekt de leeuw,de kind heeft de leeuw gezocht,nl,False
de honden eet de vrienden,de honden heeft de vrienden gegeten,nl,True
le renard voit le chien,le renard a vu le chien,fr,False
les tigres poursuit les ennemis,les tigres a poursuivi les ennemis,fr,True
de vrouw ziet de muis,de vrouw heeft de muis gezien,nl,False
de muis achtervolgt de vriend,de muis heeft de vriend achtervolgd,nl,False
les chiens suit les renards,les chiens a suivi les renards,fr,True
le fille regarde le singe,le fille a regardé le singe,fr,False
les chats sauve les éléphants,les chats a sauvé les éléphants,fr,True
les chats suit les chevaux,les chats a suivi les chevaux,fr,True
de vogel zoent de olifant,de vogel heeft de olifant gezoend,nl,False
de vos jaagt de tijger,de vos heeft de tijger gejaagd,nl,False
de paard observeert de leraar,de paard heeft de leraar geobserveerd,nl,False
de olifant observeert de leeuw,de olifant heeft de leeuw geobserveerd,nl,False
les souris soigne les amis,les souris a soigné les amis,fr,True
le tigre porte le professeur,le tigre a porté le professeur,fr,False
de meisjes valt de vossen,de meisjes heeft de vossen aangevallen,nl,True
de meisje volgt de vogel,de meisje heeft de vogel gevolgd,nl,False
les hommes sauve les ennemis,les hommes a sauvé les ennemis,fr,True
de vogel achtervolgt de kat,de vogel heeft de kat achtervolgd,nl,False
le fille chasse le éléphant,le fille a chassé le éléphant,fr,False
les amis chasse les singes,les amis a chassé les singes,fr,True
les femmes suit les éléphants,les femmes a suivi les éléphants,fr,True
le oiseau frappe le chien,le oiseau a frappé le chien,fr,False
les chevaux embrasse les tigres,les chevaux a embrassé les tigres,fr,True
de kinderen mag de olifanten,de kinderen heeft de olifanten gemogen,nl,True
les filles sauve les ennemis,les filles a sauvé les ennemis,fr,True
de vijanden helpt de kinderen,de vijanden heeft de kinderen geholpen,nl,True
de mannen draagt de honden,de mannen heeft de honden gedragen,nl,True
de olifant draagt de meisje,de olifant heeft de meisje gedragen,nl,False
le éléphant repousse le homme,le éléphant a repoussé le homme,fr,False
les chats réconforte les chevaux,les chats a réconforté les chevaux,fr,True
de katten zoekt de kinderen,de katten heeft de kinderen gezocht,nl,True
les hommes porte les professeurs,les hommes a porté les professeurs,fr,True
le souris réconforte le cheval,le souris a réconforté le cheval,fr,False
de olifant redt de kind,de olifant heeft de kind gered,nl,False
le femme repousse le ennemi,le femme a repoussé le ennemi,fr,False
de meisje jaagt de leeuw,de meisje heeft de leeuw gejaagd,nl,False
de tijgers bekijkt de leeuwen,de tijgers heeft de leeuwen bekeken,nl,True
les garçons porte les ennemis,les garçons a porté les ennemis,fr,True
les renards ignore les chevaux,les renards a ignoré les chevaux,fr,True
le cheval suit le docteur,le cheval a suivi le docteur,fr,False
le cheval porte le chat,le cheval a porté le chat,fr,False
le cheval suit le fille,le cheval a suivi le fille,fr,False
de meisjes bekijkt de paarden,de meisjes heeft de paarden bekeken,nl,True
les garçons aide les oiseaux,les garçons a aidé les oiseaux,fr,True
de hond achtervolgt de vriend,de hond heeft de vriend achtervolgd,nl,False
de jongen eet de man,de jongen heeft de man gegeten,nl,False
le ami aime le docteur,le ami a aimé le docteur,fr,False
le chat aide le renard,le chat a aidé le renard,fr,False
de vijand duwt de vogel,de vijand heeft de vogel geduwd,nl,False
les renards poursuit les professeurs,les renards a poursuivi les professeurs,fr,True
les souris porte les docteurs,les souris a porté les docteurs,fr,True
de vrouwen zoent de kinderen,de vrouwen heeft de kinderen gezoend,nl,True
de man negeert de leraar,de man heeft de leraar genegeerd,nl,False
le singe frappe le chat,le singe a frappé le chat,fr,False
les femmes frappe les chiens,les femmes a frappé les chiens,fr,True
le enfant soigne le cheval,le enfant a soigné le cheval,fr,False
de vriend slaat de muis,de vriend heeft de muis geslagen,nl,False
le singe suit le souris,le singe a suivi le souris,fr,False
de leraars draagt de apen,de leraars heeft de apen gedragen,nl,True
de muis negeert de kind,de muis heeft de kind genegeerd,nl,False
de hond verzorgt de vogel,de hond heeft de vogel verzorgd,nl,False
de leeuwen duwt de katten,de leeuwen heeft de katten geduwd,nl,True
de vrienden ziet de tijgers,de vrienden heeft de tijgers gezien,nl,True
de vos observeert de hond,de vos heeft de hond geobserveerd,nl,False
de meisje jaagt de dokter,de meisje heeft de dokter gejaagd,nl,False
de vijand redt de vrouw,de vijand heeft de vrouw gered,nl,False
de hond draagt de aap,de hond heeft de aap gedragen,nl,False
les tigres poursuit les chevaux,les tigres a poursuivi les chevaux,fr,True
de leraars draagt de muizen,de leraars heeft de muizen gedragen,nl,True
le chat chasse le oiseau,le chat a chassé le oiseau,fr,False
de vijand troost de meisje,de vijand heeft de meisje getroost,nl,False
de vrienden zoekt de tijgers,de vrienden heeft de tijgers gezocht,nl,True
de vijanden volgt de olifanten,de vijanden heeft de olifanten gevolgd,nl,True
les garçons attaque les renards,les garçons a attaqué les renards,fr,True
les docteurs suit les chevaux,les docteurs a suivi les chevaux,fr,True
les chevaux voit les hommes,les chevaux a vu les hommes,fr,True
les chevaux frappe les éléphants,les chevaux a frappé les éléphants,fr,True
de olifanten draagt de vogels,de olifanten heeft de vogels gedragen,nl,True
le singe porte le docteur,le singe a porté le docteur,fr,False
les souris cherche les filles,les souris a cherché les filles,fr,True
de paard jaagt de man,de paard heeft de man gejaagd,nl,False
les souris réconforte les singes,les souris a réconforté les singes,fr,True
les amis voit les éléphants,les amis a vu les éléphants,fr,True
de kind zoekt de vos,de kind heeft de vos gezocht,nl,False
de aap achtervolgt de leeuw,de aap heeft de leeuw achtervolgd,nl,False
les filles chasse les chats,les filles a chassé les chats,fr,True
le souris sauve le chien,le souris a sauvé le chien,fr,False
les docteurs mange les enfants,les docteurs a mangé les enfants,fr,True
de hond achtervolgt de vogel,de hond heeft de vogel achtervolgd,nl,False
de vogel achtervolgt de dokter,de vogel heeft de dokter achtervolgd,nl,False
les oiseaux frappe les garçons,les oiseaux a frappé les garçons,fr,True
le femme attaque le ennemi,le femme a attaqué le ennemi,fr,False
de hond draagt de tijger,de hond heeft de tijger gedragen,nl,False
les chats chasse les renards,les chats a chassé les renards,fr,True
de vrouw bekijkt de tijger,de vrouw heeft de tijger bekeken,nl,False
de kinderen bekijkt de mannen,de kinderen heeft de mannen bekeken,nl,True
les renards observe les hommes,les renards a observé les hommes,fr,True
de vijanden duwt de jongens,de vijanden heeft de jongens geduwd,nl,True
le enfant embrasse le ennemi,le enfant a embrassé le ennemi,fr,False
de honden jaagt de leeuwen,de honden heeft de leeuwen gejaagd,nl,True
le enfant sauve le loup,le enfant a sauvé le loup,fr,False
de vriend zoekt de vogel,de vriend heeft de vogel gezocht,nl,False
les chiens chasse les garçons,les chiens a chassé les garçons,fr,True
les loups chasse les chevaux,les loups a chassé les chevaux,fr,True
les filles observe les ennemis,les filles a observé les ennemis,fr,True
de jongens ziet de honden,de jongens heeft de honden gezien,nl,True
le cheval voit le homme,le cheval a vu le homme,fr,False
de tijgers mag de dokters,de tijgers heeft de dokters gemogen,nl,True
de meisje achtervolgt de vijand,de meisje heeft de vijand achtervolgd,nl,False
de olifanten volgt de honden,de olifanten heeft de honden gevolgd,nl,True
de tijger zoent de aap,de tijger heeft de aap gezoend,nl,False
le singe attaque le oiseau,le singe a attaqué le oiseau,fr,False
de dokter mag de kind,de dokter heeft de kind gemogen,nl,False
de olifant volgt de kind,de olifant heeft de kind gevolgd,nl,False
le chat repousse le renard,le chat a repoussé le renard,fr,False
les femmes frappe les hommes,les femmes a frappé les hommes,fr,True
de dokters verzorgt de leeuwen,de dokters heeft de leeuwen verzorgd,nl,True
le souris réconforte le éléphant,le souris a réconforté le éléphant,fr,False
le singe aime le ennemi,le singe a aimé le ennemi,fr,False
les hommes voit les amis,les hommes a vu les amis,fr,True
les renards chasse les chiens,les renards a chassé les chiens,fr,True
les loups attaque les éléphants,les loups a attaqué les éléphants,fr,True
de leeuwen observeert de vrienden,de leeuwen heeft de vrienden geobserveerd,nl,True
de vos observeert de leeuw,de vos heeft de leeuw geobserveerd,nl,False
de vrouwen slaat de olifanten,de vrouwen heeft de olifanten geslagen,nl,True
de kat mag de meisje,de kat heeft de meisje gemogen,nl,False
le loup ignore le garçon,le loup a ignoré le garçon,fr,False
le ennemi embrasse le homme,le ennemi a embrassé le homme,fr,False
le oiseau soigne le ennemi,le oiseau a soigné le ennemi,fr,False
le tigre soigne le oiseau,le tigre a soigné le oiseau,fr,False
de apen bekijkt de leraars,de apen heeft de leraars bekeken,nl,True
de leraar jaagt de olifant,de leraar heeft de olifant gejaagd,nl,False
les oiseaux repousse les renards,les oiseaux a repoussé les renards,fr,True
de vrienden mag de leeuwen,de vrienden heeft de leeuwen gemogen,nl,True
de vogel slaat de olifant,de vogel heeft de olifant geslagen,nl,False
le singe voit le homme,le singe a vu le homme,fr,False
de man jaagt de paard,de man heeft de paard gejaagd,nl,False
les chiens repousse les tigres,les chiens a repoussé les tigres,fr,True
les ennemis porte les professeurs,les ennemis a porté les professeurs,fr,True
les souris frappe les oiseaux,les souris a frappé les oiseaux,fr,True
de muizen bekijkt de vrouwen,de muizen heeft de vrouwen bekeken,nl,True
les chats chasse les enfants,les chats a chassé les enfants,fr,True
le garçon chasse le loup,le garçon a chassé le loup,fr,False
le éléphant porte le docteur,le éléphant a porté le docteur,fr,False
les oiseaux porte les chats,les oiseaux a porté les chats,fr,True
de jongens zoent de leeuwen,de jongens heeft de leeuwen gezoend,nl,True
les tigres cherche les oiseaux,les tigres a cherché les oiseaux,fr,True
les chevaux sauve les oiseaux,les chevaux a sauvé les oiseaux,fr,True
le éléphant ignore le renard,le éléphant a ignoré le renard,fr,False
de vijand draagt de olifant,de vijand heeft de olifant gedragen,nl,False
de hond bekijkt de vijand,de hond heeft de vijand bekeken,nl,False
de vrouw achtervolgt de tijger,de vrouw heeft de tijger achtervolgd,nl,False
le renard attaque le chat,le renard a attaqué le chat,fr,False
le chat aime le professeur,le chat a aimé le professeur,fr,False
les professeurs aime les hommes,les professeurs a aimé les hommes,fr,True
le éléphant sauve le chat,le éléphant a sauvé le chat,fr,False
le oiseau repousse le chat,le oiseau a repoussé le chat,fr,False
de vijanden zoekt de leraars,de vijanden heeft de leraars gezocht,nl,True
le enfant sauve le éléphant,le enfant a sauvé le éléphant,fr,False
de vogels jaagt de jongens,de vogels heeft de jongens gejaagd,nl,True
de olifanten achtervolgt de vrouwen,de olifanten heeft de vrouwen achtervolgd,nl,True
de vrouwen verzorgt de meisjes,de vrouwen heeft de meisjes verzorgd,nl,True
de aap volgt de kat,de aap heeft de kat gevolgd,nl,False
le renard ignore le tigre,le renard a ignoré le tigre,fr,False
les filles réconforte les professeurs,les filles a réconforté les professeurs,fr,True
le fille cherche le chien,le fille a cherché le chien,fr,False
le chien repousse le docteur,le chien a repoussé le docteur,fr,False
de aap mag de vrouw,de aap heeft de vrouw gemogen,nl,False
les femmes porte les filles,les femmes a porté les filles,fr,True
les amis chasse les ennemis,les amis a chassé les ennemis,fr,True
les renards voit les loups,les renards a vu les loups,fr,True
le tigre suit le chien,le tigre a suivi le chien,fr,False
les tigres regarde les garçons,les tigres a regardé les garçons,fr,True
de jongens zoekt de apen,de jongens heeft de apen gezocht,nl,True
les professeurs ignore les tigres,les professeurs a ignoré les tigres,fr,True
les amis aide les docteurs,les amis a aidé les docteurs,fr,True
le femme soigne le garçon,le femme a soigné le garçon,fr,False
le loup observe le ennemi,le loup a observé le ennemi,fr,False
les enfants mange les loups,les enfants a mangé les loups,fr,True
le chat ignore le garçon,le chat a ignoré le garçon,fr,False
de jongens volgt de vogels,de jongens heeft de vogels gevolgd,nl,True
le loup attaque le garçon,le loup a attaqué le garçon,fr,False
de tijgers zoent de vijanden,de tijgers heeft de vijanden gezoend,nl,True
de leraar zoent de paard,de leraar heeft de paard gezoend,nl,False
de vrouwen ziet de vogels,de vrouwen heeft de vogels gezien,nl,True
le renard réconforte le docteur,le renard a réconforté le docteur,fr,False
de paarden observeert de olifanten,de paarden heeft de olifanten geobserveerd,nl,True
de katten redt de kinderen,de katten heeft de kinderen gered,nl,True
le fille ignore le singe,le fille a ignoré le singe,fr,False
de kinderen zoent de jongens,de kinderen heeft de jongens gezoend,nl,True
les femmes observe les singes,les femmes a observé les singes,fr,True
de paarden redt de tijgers,de paarden heeft de tijgers gered,nl,True
le ami soigne le ennemi,le ami a soigné le ennemi,fr,False
de vogel zoekt de leeuw,de vogel heeft de leeuw gezocht,nl,False
de meisjes jaagt de mannen,de meisjes heeft de mannen gejaagd,nl,True
de jongen troost de olifant,de jongen heeft de olifant getroost,nl,False
de tijgers slaat de mannen,de tijgers heeft de mannen geslagen,nl,True
de vos volgt de jongen,de vos heeft de jongen gevolgd,nl,False
le renard sauve le enfant,le renard a sauvé le enfant,fr,False
le ennemi réconforte le chien,le ennemi a réconforté le chien,fr,False
les femmes aide les tigres,les femmes a aidé les tigres,fr,True
les éléphants cherche les docteurs,les éléphants a cherché les docteurs,fr,True
de vrouwen draagt de olifanten,de vrouwen heeft de olifanten gedragen,nl,True
les singes voit les ennemis,les singes a vu les ennemis,fr,True
de vijand eet de muis,de vijand heeft de muis gegeten,nl,False
de vossen zoekt de kinderen,de vossen heeft de kinderen gezocht,nl,True
de leraars jaagt de vogels,de leraars heeft de vogels gejaagd,nl,True
de meisjes troost de honden,de meisjes heeft de honden getroost,nl,True
les oiseaux poursuit les chevaux,les oiseaux a poursuivi les chevaux,fr,True
les tigres soigne les souris,les tigres a soigné les souris,fr,True
de leraars troost de vrouwen,de leraars heeft de vrouwen getroost,nl,True
de vijand verzorgt de vrouw,de vijand heeft de vrouw verzorgd,nl,False
de aap duwt de meisje,de aap heeft de meisje geduwd,nl,False
les enfants observe les chiens,les enfants a observé les chiens,fr,True
de jongens negeert de tijgers,de jongens heeft de tijgers genegeerd,nl,True
les docteurs chasse les éléphants,les docteurs a chassé les éléphants,fr,True
de vogels volgt de mannen,de vogels heeft de mannen gevolgd,nl,True
de vrienden duwt de leeuwen,de vrienden heeft de leeuwen geduwd,nl,True
les éléphants aide les filles,les éléphants a aidé les filles,fr,True
les loups réconforte les souris,les loups a réconforté les souris,fr,True
de vossen jaagt de olifanten,de vossen heeft de olifanten gejaagd,nl,True
de vrouw observeert de vos,de vrouw heeft de vos geobserveerd,nl,False
de mannen duwt de vijanden,de mannen heeft de vijanden geduwd,nl,True
de vijand bekijkt de olifant,de vijand heeft de olifant bekeken,nl,False
le chien observe le souris,le chien a observé le souris,fr,False
le homme embrasse le souris,le homme a embrassé le souris,fr,False
le éléphant soigne le femme,le éléphant a soigné le femme,fr,False
le ami aime le loup,le ami a aimé le loup,fr,False
de vriend duwt de olifant,de vriend heeft de olifant geduwd,nl,False
le ami observe le fille,le ami a observé le fille,fr,False
les amis cherche les chats,les amis a cherché les chats,fr,True
de olifanten zoent de leeuwen,de olifanten heeft de leeuwen gezoend,nl,True
de leeuw jaagt de tijger,de leeuw heeft de tijger gejaagd,nl,False
de man draagt de meisje,de man heeft de meisje gedragen,nl,False
de dokter achtervolgt de muis,de dokter heeft de muis achtervolgd,nl,False
de olifant ziet de kat,de olifant heeft de kat gezien,nl,False
le chat repousse le professeur,le chat a repoussé le professeur,fr,False
de muizen eet de jongens,de muizen heeft de jongens gegeten,nl,True
de tijgers jaagt de dokters,de tijgers heeft de dokters gejaagd,nl,True
le souris attaque le fille,le souris a attaqué le fille,fr,False
de vijanden mag de meisjes,de vijanden heeft de meisjes gemogen,nl,True
les singes chasse les oiseaux,les singes a chassé les oiseaux,fr,True
de muizen valt de honden,de muizen heeft de honden aangevallen,nl,True
de vogel duwt de kind,de vogel heeft de kind geduwd,nl,False
de vogel duwt de olifant,de vogel heeft de olifant geduwd,nl,False
le éléphant aide le singe,le éléphant a aidé le singe,fr,False
de vogel helpt de kat,de vogel heeft de kat geholpen,nl,False
de honden helpt de vogels,de honden heeft de vogels geholpen,nl,True
de jongens volgt de apen,de jongens heeft de apen gevolgd,nl,True
les filles aide les renards,les filles a aidé les renards,fr,True
de jongen observeert de muis,de jongen heeft de muis geobserveerd,nl,False
le ennemi repousse le chien,le ennemi a repoussé le chien,fr,False
de olifant negeert de man,de olifant heeft de man genegeerd,nl,False
les femmes mange les chats,les femmes a mangé les chats,fr,True
de jongen jaagt de dokter,de jongen heeft de dokter gejaagd,nl,False
de vogel mag de man,de vogel heeft de man gemogen,nl,False
le enfant attaque le souris,le enfant a attaqué le souris,fr,False
de leraars duwt de mannen,de leraars heeft de mannen geduwd,nl,True
le chat soigne le professeur,le chat a soigné le professeur,fr,False
