input,target,lang,plural,subj,obj,verb
de vos negeert de vijand,de vos heeft de vijand genegeerd,nl,False,vos,vijand,negeert
de vossen negeren de vijanden,de vossen heeft de vijanden genegeerd,nl,True,vos,vijand,negeert
de vogel eet de hond,de vogel heeft de hond gegeten,nl,False,vogel,hond,eet
de vogels eten de honden,de vogels heeft de honden gegeten,nl,True,vogel,hond,eet
de vogel ziet de hond,de vogel heeft de hond gezien,nl,False,vogel,hond,ziet
de vogels zien de honden,de vogels heeft de honden gezien,nl,True,vogel,hond,ziet
de vogel mag de hond,de vogel heeft de hond gemogen,nl,False,vogel,hond,mag
de vogels mogen de honden,de vogels heeft de honden gemogen,nl,True,vogel,hond,mag
de vogel zoekt de hond,de vogel heeft de hond gezocht,nl,False,vogel,hond,zoekt
de vogels zoeken de honden,de vogels heeft de honden gezocht,nl,True,vogel,hond,zoekt
de vogel volgt de hond,de vogel heeft de hond gevolgd,nl,False,vogel,hond,volgt
de vogels volgen de honden,de vogels heeft de honden gevolgd,nl,True,vogel,hond,volgt
de vogel draagt de hond,de vogel heeft de hond gedragen,nl,False,vogel,hond,draagt
de vogels dragen de honden,de vogels heeft de honden gedragen,nl,True,vogel,hond,draagt
de vogel zoent de hond,de vogel heeft de hond gezoend,nl,False,vogel,hond,zoent
de vogels zoenen de honden,de vogels heeft de honden gezoend,nl,True,vogel,hond,zoent
de vogel observeert de hond,de vogel heeft de hond geobserveerd,nl,False,vogel,hond,observeert
de vogels observeren de honden,de vogels heeft de honden geobserveerd,nl,True,vogel,hond,observeert
de vogel verzorgt de hond,de vogel heeft de hond verzorgd,nl,False,vogel,hond,verzorgt
de vogels verzorgen de honden,de vogels heeft de honden verzorgd,nl,True,vogel,hond,verzorgt
de vogel valt de hond,de vogel heeft de hond aangevallen,nl,False,vogel,hond,valt
de vogels vallen de honden,de vogels heeft de honden aangevallen,nl,True,vogel,hond,valt
de vogel redt de hond,de vogel heeft de hond gered,nl,False,vogel,hond,redt
de vogels redden de honden,de vogels heeft de honden gered,nl,True,vogel,hond,redt
de vogel duwt de hond,de vogel heeft de hond geduwd,nl,False,vogel,hond,duwt
de vogels duwen de honden,de vogels heeft de honden geduwd,nl,True,vogel,hond,duwt
de vogel bekijkt de hond,de vogel heeft de hond bekeken,nl,False,vogel,hond,bekijkt
de vogels bekijken de honden,de vogels heeft de honden bekeken,nl,True,vogel,hond,bekijkt
de vogel negeert de hond,de vogel heeft de hond genegeerd,nl,False,vogel,hond,negeert
de vogels negeren de honden,de vogels heeft de honden genegeerd,nl,True,vogel,hond,negeert
de vogel eet de leeuw,de vogel heeft de leeuw gegeten,nl,False,vogel,leeuw,eet
de vogels eten de leeuwen,de vogels heeft de leeuwen gegeten,nl,True,vogel,leeuw,eet
de vogel ziet de leeuw,de vogel heeft de leeuw gezien,nl,False,vogel,leeuw,ziet
de vogels zien de leeuwen,de vogels heeft de leeuwen gezien,nl,True,vogel,leeuw,ziet
de vogel mag de leeuw,de vogel heeft de leeuw gemogen,nl,False,vogel,leeuw,mag
de vogels mogen de leeuwen,de vogels heeft de leeuwen gemogen,nl,True,vogel,leeuw,mag
de vogel zoekt de leeuw,de vogel heeft de leeuw gezocht,nl,False,vogel,leeuw,zoekt
de vogels zoeken de leeuwen,de vogels heeft de leeuwen gezocht,nl,True,vogel,leeuw,zoekt
de vogel volgt de leeuw,de vogel heeft de leeuw gevolgd,nl,False,vogel,leeuw,volgt
de vogels volgen de leeuwen,de vogels heeft de leeuwen gevolgd,nl,True,vogel,leeuw,volgt
de vogel draagt de leeuw,de vogel heeft de leeuw gedragen,nl,False,vogel,leeuw,draagt
de vogels dragen de leeuwen,de vogels heeft de leeuwen gedragen,nl,True,vogel,leeuw,draagt
de vogel zoent de leeuw,de vogel heeft de leeuw gezoend,nl,False,vogel,leeuw,zoent
de vogels zoenen de leeuwen,de vogels heeft de leeuwen gezoend,nl,True,vogel,leeuw,zoent
de vogel observeert de leeuw,de vogel heeft de leeuw geobserveerd,nl,False,vogel,leeuw,observeert
de vogels observeren de leeuwen,de vogels heeft de leeuwen geobserveerd,nl,True,vogel,leeuw,observeert
de vogel verzorgt de leeuw,de vogel heeft de leeuw verzorgd,nl,False,vogel,leeuw,verzorgt
de vogels verzorgen de leeuwen,de vogels heeft de leeuwen verzorgd,nl,True,vogel,leeuw,verzorgt
de vogel valt de leeuw,de vogel heeft de leeuw aangevallen,nl,False,vogel,leeuw,valt
de vogels vallen de leeuwen,de vogels heeft de leeuwen aangevallen,nl,True,vogel,leeuw,valt
de vogel redt de leeuw,de vogel heeft de leeuw gered,nl,False,vogel,leeuw,redt
de vogels redden de leeuwen,de vogels heeft de leeuwen gered,nl,True,vogel,leeuw,redt
de vogel duwt de leeuw,de vogel heeft de leeuw geduwd,nl,False,vogel,leeuw,duwt
de vogels duwen de leeuwen,de vogels heeft de leeuwen geduwd,nl,True,vogel,leeuw,duwt
de vogel bekijkt de leeuw,de vogel heeft de leeuw bekeken,nl,False,vogel,leeuw,bekijkt
de vogels bekijken de leeuwen,de vogels heeft de leeuwen bekeken,nl,True,vogel,leeuw,bekijkt
de vogel negeert de leeuw,de vogel heeft de leeuw genegeerd,nl,False,vogel,leeuw,negeert
de vogels negeren de leeuwen,de vogels heeft de leeuwen genegeerd,nl,True,vogel,leeuw,negeert
de vogel eet de kat,de vogel heeft de kat gegeten,nl,False,vogel,kat,eet
de vogels eten de katten,de vogels heeft de katten gegeten,nl,True,vogel,kat,eet
de vogel ziet de kat,de vogel heeft de kat gezien,nl,False,vogel,kat,ziet
de vogels zien de katten,de vogels heeft de katten gezien,nl,True,vogel,kat,ziet
de vogel mag de kat,de vogel heeft de kat gemogen,nl,False,vogel,kat,mag
de vogels mogen de katten,de vogels heeft de katten gemogen,nl,True,vogel,kat,mag
de vogel zoekt de kat,de vogel heeft de kat gezocht,nl,False,vogel,kat,zoekt
de vogels zoeken de katten,de vogels heeft de katten gezocht,nl,True,vogel,kat,zoekt
de vogel volgt de kat,de vogel heeft de kat gevolgd,nl,False,vogel,kat,volgt
de vogels volgen de katten,de vogels heeft de katten gevolgd,nl,True,vogel,kat,volgt
de vogel draagt de kat,de vogel heeft de kat gedragen,nl,False,vogel,kat,draagt
de vogels dragen de katten,de vogels heeft de katten gedragen,nl,True,vogel,kat,draagt
de vogel zoent de kat,de vogel heeft de kat gezoend,nl,False,vogel,kat,zoent
de vogels zoenen de katten,de vogels heeft de katten gezoend,nl,True,vogel,kat,zoent
de vogel observeert de kat,de vogel heeft de kat geobserveerd,nl,False,vogel,kat,observeert
de vogels observeren de katten,de vogels heeft de katten geobserveerd,nl,True,vogel,kat,observeert
de vogel verzorgt de kat,de vogel heeft de kat verzorgd,nl,False,vogel,kat,verzorgt
de vogels verzorgen de katten,de vogels heeft de katten verzorgd,nl,True,vogel,kat,verzorgt
de vogel valt de kat,de vogel heeft de kat aangevallen,nl,False,vogel,kat,valt
de vogels vallen de katten,de vogels heeft de katten aangevallen,nl,True,vogel,kat,valt
de vogel redt de kat,de vogel heeft de kat gered,nl,False,vogel,kat,redt
de vogels redden de katten,de vogels heeft de katten gered,nl,True,vogel,kat,redt
de vogel duwt de kat,de vogel heeft de kat geduwd,nl,False,vogel,kat,duwt
de vogels duwen de katten,de vogels heeft de katten geduwd,nl,True,vogel,kat,duwt
de vogel bekijkt de kat,de vogel heeft de kat bekeken,nl,False,vogel,kat,bekijkt
de vogels bekijken de katten,de vogels heeft de katten bekeken,nl,True,vogel,kat,bekijkt
de vogel negeert de kat,de vogel heeft de kat genegeerd,nl,False,vogel,kat,negeert
de vogels negeren de katten,de vogels heeft de katten genegeerd,nl,True,vogel,kat,negeert
de vogel eet de tijger,de vogel heeft de tijger gegeten,nl,False,vogel,tijger,eet
de vogels eten de tijgers,de vogels heeft de tijgers gegeten,nl,True,vogel,tijger,eet
de vogel ziet de tijger,de vogel heeft de tijger gezien,nl,False,vogel,tijger,ziet
de vogels zien de tijgers,de vogels heeft de tijgers gezien,nl,True,vogel,tijger,ziet
de vogel mag de tijger,de vogel heeft de tijger gemogen,nl,False,vogel,tijger,mag
de vogels mogen de tijgers,de vogels heeft de tijgers gemogen,nl,True,vogel,tijger,mag
de vogel zoekt de tijger,de vogel heeft de tijger gezocht,nl,False,vogel,tijger,zoekt
de vogels zoeken de tijgers,de vogels heeft de tijgers gezocht,nl,True,vogel,tijger,zoekt
de vogel volgt de tijger,de vogel heeft de tijger gevolgd,nl,False,vogel,tijger,volgt
de vogels volgen de tijgers,de vogels heeft de tijgers gevolgd,nl,True,vogel,tijger,volgt
de vogel draagt de tijger,de vogel heeft de tijger gedragen,nl,False,vogel,tijger,draagt
de vogels dragen de tijgers,de vogels heeft de tijgers gedragen,nl,True,vogel,tijger,draagt
de vogel zoent de tijger,de vogel heeft de tijger gezoend,nl,False,vogel,tijger,zoent
de vogels zoenen de tijgers,de vogels heeft de tijgers gezoend,nl,True,vogel,tijger,zoent
de vogel observeert de tijger,de vogel heeft de tijger geobserveerd,nl,False,vogel,tijger,observeert
de vogels observeren de tijgers,de vogels heeft de tijgers geobserveerd,nl,True,vogel,tijger,observeert
de vogel verzorgt de tijger,de vogel heeft de tijger verzorgd,nl,False,vogel,tijger,verzorgt
de vogels verzorgen de tijgers,de vogels heeft de tijgers verzorgd,nl,True,vogel,tijger,verzorgt
de vogel valt de tijger,de vogel heeft de tijger aangevallen,nl,False,vogel,tijger,valt
de vogels vallen de tijgers,de vogels heeft de tijgers aangevallen,nl,True,vogel,tijger,valt
de vogel redt de tijger,de vogel heeft de tijger gered,nl,False,vogel,tijger,redt
de vogels redden de tijgers,de vogels heeft de tijgers gered,nl,True,vogel,tijger,redt
de vogel duwt de tijger,de vogel heeft de tijger geduwd,nl,False,vogel,tijger,duwt
de vogels duwen de tijgers,de vogels heeft de tijgers geduwd,nl,True,vogel,tijger,duwt
de vogel bekijkt de tijger,de vogel heeft de tijger bekeken,nl,False,vogel,tijger,bekijkt
de vogels bekijken de tijgers,de vogels heeft de tijgers bekeken,nl,True,vogel,tijger,bekijkt
de vogel negeert de tijger,de vogel heeft de tijger genegeerd,nl,False,vogel,tijger,negeert
de vogels negeren de tijgers,de vogels heeft de tijgers genegeerd,nl,True,vogel,tijger,negeert
de vogel eet de aap,de vogel heeft de aap gegeten,nl,False,vogel,aap,eet
de vogels eten de apen,de vogels heeft de apen gegeten,nl,True,vogel,aap,eet
de vogel ziet de aap,de vogel heeft de aap gezien,nl,False,vogel,aap,ziet
de vogels zien de apen,de vogels heeft de apen gezien,nl,True,vogel,aap,ziet
de vogel mag de aap,de vogel heeft de aap gemogen,nl,False,vogel,aap,mag
de vogels mogen de apen,de vogels heeft de apen gemogen,nl,True,vogel,aap,mag
de vogel zoekt de aap,de vogel heeft de aap gezocht,nl,False,vogel,aap,zoekt
de vogels zoeken de apen,de vogels heeft de apen gezocht,nl,True,vogel,aap,zoekt
de vogel volgt de aap,de vogel heeft de aap gevolgd,nl,False,vogel,aap,volgt
de vogels volgen de apen,de vogels heeft de apen gevolgd,nl,True,vogel,aap,volgt
de vogel draagt de aap,de vogel heeft de aap gedragen,nl,False,vogel,aap,draagt
de vogels dragen de apen,de vogels heeft de apen gedragen,nl,True,vogel,aap,draagt
de vogel zoent de aap,de vogel heeft de aap gezoend,nl,False,vogel,aap,zoent
de vogels zoenen de apen,de vogels heeft de apen gezoend,nl,True,vogel,aap,zoent
de vogel observeert de aap,de vogel heeft de aap geobserveerd,nl,False,vogel,aap,observeert
de vogels observeren de apen,de vogels heeft de apen geobserveerd,nl,True,vogel,aap,observeert
de vogel verzorgt de aap,de vogel heeft de aap verzorgd,nl,False,vogel,aap,verzorgt
de vogels verzorgen de apen,de vogels heeft de apen verzorgd,nl,True,vogel,aap,verzorgt
de vogel valt de aap,de vogel heeft de aap aangevallen,nl,False,vogel,aap,valt
de vogels vallen de apen,de vogels heeft de apen aangevallen,nl,True,vogel,aap,valt
de vogel redt de aap,de vogel heeft de aap gered,nl,False,vogel,aap,redt
de vogels redden de apen,de vogels heeft de apen gered,nl,True,vogel,aap,redt
de vogel duwt de aap,de vogel heeft de aap geduwd,nl,False,vogel,aap,duwt
de vogels duwen de apen,de vogels heeft de apen geduwd,nl,True,vogel,aap,duwt
de vogel bekijkt de aap,de vogel heeft de aap bekeken,nl,False,vogel,aap,bekijkt
de vogels bekijken de apen,de vogels heeft de apen bekeken,nl,True,vogel,aap,bekijkt
de vogel negeert de aap,de vogel heeft de aap genegeerd,nl,False,vogel,aap,negeert
de vogels negeren de apen,de vogels heeft de apen genegeerd,nl,True,vogel,aap,negeert
de vogel eet de paard,de vogel heeft de paard gegeten,nl,False,vogel,paard,eet
de vogels eten de paarden,de vogels heeft de paarden gegeten,nl,True,vogel,paard,eet
de vogel ziet de paard,de vogel heeft de paard gezien,nl,False,vogel,paard,ziet
de vogels zien de paarden,de vogels heeft de paarden gezien,nl,True,vogel,paard,ziet
de vogel mag de paard,de vogel heeft de paard gemogen,nl,False,vogel,paard,mag
de vogels mogen de paarden,de vogels heeft de paarden gemogen,nl,True,vogel,paard,mag
de vogel zoekt de paard,de vogel heeft de paard gezocht,nl,False,vogel,paard,zoekt
de vogels zoeken de paarden,de vogels heeft de paarden gezocht,nl,True,vogel,paard,zoekt
de vogel volgt de paard,de vogel heeft de paard gevolgd,nl,False,vogel,paard,volgt
de vogels volgen de paarden,de vogels heeft de paarden gevolgd,nl,True,vogel,paard,volgt
de vogel draagt de paard,de vogel heeft de paard gedragen,nl,False,vogel,paard,draagt
de vogels dragen de paarden,de vogels heeft de paarden gedragen,nl,True,vogel,paard,draagt
de vogel zoent de paard,de vogel heeft de paard gezoend,nl,False,vogel,paard,zoent
de vogels zoenen de paarden,de vogels heeft de paarden gezoend,nl,True,vogel,paard,zoent
de vogel observeert de paard,de vogel heeft de paard geobserveerd,nl,False,vogel,paard,observeert
de vogels observeren de paarden,de vogels heeft de paarden geobserveerd,nl,True,vogel,paard,observeert
de vogel verzorgt de paard,de vogel heeft de paard verzorgd,nl,False,vogel,paard,verzorgt
de vogels verzorgen de paarden,de vogels heeft de paarden verzorgd,nl,True,vogel,paard,verzorgt
de vogel valt de paard,de vogel heeft de paard aangevallen,nl,False,vogel,paard,valt
de vogels vallen de paarden,de vogels heeft de paarden aangevallen,nl,True,vogel,paard,valt
de vogel redt de paard,de vogel heeft de paard gered,nl,False,vogel,paard,redt
de vogels redden de paarden,de vogels heeft de paarden gered,nl,True,vogel,paard,redt
de vogel duwt de paard,de vogel heeft de paard geduwd,nl,False,vogel,paard,duwt
de vogels duwen de paarden,de vogels heeft de paarden geduwd,nl,True,vogel,paard,duwt
de vogel bekijkt de paard,de vogel heeft de paard bekeken,nl,False,vogel,paard,bekijkt
de vogels bekijken de paarden,de vogels heeft de paarden bekeken,nl,True,vogel,paard,bekijkt
de vogel negeert de paard,de vogel heeft de paard genegeerd,nl,False,vogel,paard,negeert
de vogels negeren de paarden,de vogels heeft de paarden genegeerd,nl,True,vogel,paard,negeert
de vogel eet de muis,de vogel heeft de muis gegeten,nl,False,vogel,muis,eet
de vogels eten de muizen,de vogels heeft de muizen gegeten,nl,True,vogel,muis,eet
de vogel ziet de muis,de vogel heeft de muis gezien,nl,False,vogel,muis,ziet
de vogels zien de muizen,de vogels heeft de muizen gezien,nl,True,vogel,muis,ziet
de vogel mag de muis,de vogel heeft de muis gemogen,nl,False,vogel,muis,mag
de vogels mogen de muizen,de vogels heeft de muizen gemogen,nl,True,vogel,muis,mag
de vogel zoekt de muis,de vogel heeft de muis gezocht,nl,False,vogel,muis,zoekt
de vogels zoeken de muizen,de vogels heeft de muizen gezocht,nl,True,vogel,muis,zoekt
de vogel volgt de muis,de vogel heeft de muis gevolgd,nl,False,vogel,muis,volgt
de vogels volgen de muizen,de vogels heeft de muizen gevolgd,nl,True,vogel,muis,volgt
de vogel draagt de muis,de vogel heeft de muis gedragen,nl,False,vogel,muis,draagt
de vogels dragen de muizen,de vogels heeft de muizen gedragen,nl,True,vogel,muis,draagt
de vogel zoent de muis,de vogel heeft de muis gezoend,nl,False,vogel,muis,zoent
de vogels zoenen de muizen,de vogels heeft de muizen gezoend,nl,True,vogel,muis,zoent
de vogel observeert de muis,de vogel heeft de muis geobserveerd,nl,False,vogel,muis,observeert
de vogels observeren de muizen,de vogels heeft de muizen geobserveerd,nl,True,vogel,muis,observeert
de vogel verzorgt de muis,de vogel heeft de muis verzorgd,nl,False,vogel,muis,verzorgt
de vogels verzorgen de muizen,de vogels heeft de muizen verzorgd,nl,True,vogel,muis,verzorgt
de vogel valt de muis,de vogel heeft de muis aangevallen,nl,False,vogel,muis,valt
de vogels vallen de muizen,de vogels heeft de muizen aangevallen,nl,True,vogel,muis,valt
de vogel redt de muis,de vogel heeft de muis gered,nl,False,vogel,muis,redt
de vogels redden de muizen,de vogels heeft de muizen gered,nl,True,vogel,muis,redt
de vogel duwt de muis,de vogel heeft de muis geduwd,nl,False,vogel,muis,duwt
de vogels duwen de muizen,de vogels heeft de muizen geduwd,nl,True,vogel,muis,duwt
de vogel bekijkt de muis,de vogel heeft de muis bekeken,nl,False,vogel,muis,bekijkt
de vogels bekijken de muizen,de vogels heeft de muizen bekeken,nl,True,vogel,muis,bekijkt
de vogel negeert de muis,de vogel heeft de muis genegeerd,nl,False,vogel,muis,negeert
de vogels negeren de muizen,de vogels heeft de muizen genegeerd,nl,True,vogel,muis,negeert
de vogel eet de olifant,de vogel heeft de olifant gegeten,nl,False,vogel,olifant,eet
de vogels eten de olifanten,de vogels heeft de olifanten gegeten,nl,True,vogel,olifant,eet
de vogel ziet de olifant,de vogel heeft de olifant gezien,nl,False,vogel,olifant,ziet
de vogels zien de olifanten,de vogels heeft de olifanten gezien,nl,True,vogel,olifant,ziet
de vogel mag de olifant,de vogel heeft de olifant gemogen,nl,False,vogel,olifant,mag
de vogels mogen de olifanten,de vogels heeft de olifanten gemogen,nl,True,vogel,olifant,mag
de vogel zoekt de olifant,de vogel heeft de olifant gezocht,nl,False,vogel,olifant,zoekt
de vogels zoeken de olifanten,de vogels heeft de olifanten gezocht,nl,True,vogel,olifant,zoekt
de vogel volgt de olifant,de vogel heeft de olifant gevolgd,nl,False,vogel,olifant,volgt
de vogels volgen de olifanten,de vogels heeft de olifanten gevolgd,nl,True,vogel,olifant,volgt
de vogel draagt de olifant,de vogel heeft de olifant gedragen,nl,False,vogel,olifant,draagt
de vogels dragen de olifanten,de vogels heeft de olifanten gedragen,nl,True,vogel,olifant,draagt
de vogel zoent de olifant,de vogel heeft de olifant gezoend,nl,False,vogel,olifant,zoent
de vogels zoenen de olifanten,de vogels heeft de olifanten gezoend,nl,True,vogel,olifant,zoent
de vogel observeert de olifant,de vogel heeft de olifant geobserveerd,nl,False,vogel,olifant,observeert
de vogels observeren de olifanten,de vogels heeft de olifanten geobserveerd,nl,True,vogel,olifant,observeert
de vogel verzorgt de olifant,de vogel heeft de olifant verzorgd,nl,False,vogel,olifant,verzorgt
de vogels verzorgen de olifanten,de vogels heeft de olifanten verzorgd,nl,True,vogel,olifant,verzorgt
de vogel valt de olifant,de vogel heeft de olifant aangevallen,nl,False,vogel,olifant,valt
de vogels vallen de olifanten,de vogels heeft de olifanten aangevallen,nl,True,vogel,olifant,valt
de vogel redt de olifant,de vogel heeft de olifant gered,nl,False,vogel,olifant,redt
de vogels redden de olifanten,de vogels heeft de olifanten gered,nl,True,vogel,olifant,redt
de vogel duwt de olifant,de vogel heeft de olifant geduwd,nl,False,vogel,olifant,duwt
de vogels duwen de olifanten,de vogels heeft de olifanten geduwd,nl,True,vogel,olifant,duwt
de vogel bekijkt de olifant,de vogel heeft de olifant bekeken,nl,False,vogel,olifant,bekijkt
de vogels bekijken de olifanten,de vogels heeft de olifanten bekeken,nl,True,vogel,olifant,bekijkt
de vogel negeert de olifant,de vogel heeft de olifant genegeerd,nl,False,vogel,olifant,negeert
de vogels negeren de olifanten,de vogels heeft de olifanten genegeerd,nl,True,vogel,olifant,negeert
de vogel eet de vos,de vogel heeft de vos gegeten,nl,False,vogel,vos,eet
de vogels eten de vossen,de vogels heeft de vossen gegeten,nl,True,vogel,vos,eet
de vogel ziet de vos,de vogel heeft de vos gezien,nl,False,vogel,vos,ziet
de vogels zien de vossen,de vogels heeft de vossen gezien,nl,True,vogel,vos,ziet
de vogel mag de vos,de vogel heeft de vos gemogen,nl,False,vogel,vos,mag
de vogels mogen de vossen,de vogels heeft de vossen gemogen,nl,True,vogel,vos,mag
de vogel zoekt de vos,de vogel heeft de vos gezocht,nl,False,vogel,vos,zoekt
de vogels zoeken de vossen,de vogels heeft de vossen gezocht,nl,True,vogel,vos,zoekt
de vogel volgt de vos,de vogel heeft de vos gevolgd,nl,False,vogel,vos,volgt
de vogels volgen de vossen,de vogels heeft de vossen gevolgd,nl,True,vogel,vos,volgt
de vogel draagt de vos,de vogel heeft de vos gedragen,nl,False,vogel,vos,draagt
de vogels dragen de vossen,de vogels heeft de vossen gedragen,nl,True,vogel,vos,draagt
de vogel zoent de vos,de vogel heeft de vos gezoend,nl,False,vogel,vos,zoent
de vogels zoenen de vossen,de vogels heeft de vossen gezoend,nl,True,vogel,vos,zoent
de vogel observeert de vos,de vogel heeft de vos geobserveerd,nl,False,vogel,vos,observeert
de vogels observeren de vossen,de vogels heeft de vossen geobserveerd,nl,True,vogel,vos,observeert
de vogel verzorgt de vos,de vogel heeft de vos verzorgd,nl,False,vogel,vos,verzorgt
de vogels verzorgen de vossen,de vogels heeft de vossen verzorgd,nl,True,vogel,vos,verzorgt
de vogel valt de vos,de vogel heeft de vos aangevallen,nl,False,vogel,vos,valt
de vogels vallen de vossen,de vogels heeft de vossen aangevallen,nl,True,vogel,vos,valt
de vogel redt de vos,de vogel heeft de vos gered,nl,False,vogel,vos,redt
de vogels redden de vossen,de vogels heeft de vossen gered,nl,True,vogel,vos,redt
de vogel duwt de vos,de vogel heeft de vos geduwd,nl,False,vogel,vos,duwt
de vogels duwen de vossen,de vogels heeft de vossen geduwd,nl,True,vogel,vos,duwt
de vogel bekijkt de vos,de vogel heeft de vos bekeken,nl,False,vogel,vos,bekijkt
de vogels bekijken de vossen,de vogels heeft de vossen bekeken,nl,True,vogel,vos,bekijkt
de vogel negeert de vos,de vogel heeft de vos genegeerd,nl,False,vogel,vos,negeert
de vogels negeren de vossen,de vogels heeft de vossen genegeerd,nl,True,vogel,vos,negeert
de vogel eet de kind,de vogel heeft de kind gegeten,nl,False,vogel,kind,eet
de vogels eten de kinderen,de vogels heeft de kinderen gegeten,nl,True,vogel,kind,eet
de vogel ziet de kind,de vogel heeft de kind gezien,nl,False,vogel,kind,ziet
de vogels zien de kinderen,de vogels heeft de kinderen gezien,nl,True,vogel,kind,ziet
de vogel mag de kind,de vogel heeft de kind gemogen,nl,False,vogel,kind,mag
de vogels mogen de kinderen,de vogels heeft de kinderen gemogen,nl,True,vogel,kind,mag
de vogel zoekt de kind,de vogel heeft de kind gezocht,nl,False,vogel,kind,zoekt
de vogels zoeken de kinderen,de vogels heeft de kinderen gezocht,nl,True,vogel,kind,zoekt
de vogel volgt de kind,de vogel heeft de kind gevolgd,nl,False,vogel,kind,volgt
de vogels volgen de kinderen,de vogels heeft de kinderen gevolgd,nl,True,vogel,kind,volgt
de vogel draagt de kind,de vogel heeft de kind gedragen,nl,False,vogel,kind,draagt
de vogels dragen de kinderen,de vogels heeft de kinderen gedragen,nl,True,vogel,kind,draagt
de vogel zoent de kind,de vogel heeft de kind gezoend,nl,False,vogel,kind,zoent
de vogels zoenen de kinderen,de vogels heeft de kinderen gezoend,nl,True,vogel,kind,zoent
de vogel observeert de kind,de vogel heeft de kind geobserveerd,nl,False,vogel,kind,observeert
de vogels observeren de kinderen,de vogels heeft de kinderen geobserveerd,nl,True,vogel,kind,observeert
de vogel verzorgt de kind,de vogel heeft de kind verzorgd,nl,False,vogel,kind,verzorgt
de vogels verzorgen de kinderen,de vogels heeft de kinderen verzorgd,nl,True,vogel,kind,verzorgt
de vogel valt de kind,de vogel heeft de kind aangevallen,nl,False,vogel,kind,valt
de vogels vallen de kinderen,de vogels heeft de kinderen aangevallen,nl,True,vogel,kind,valt
de vogel redt de kind,de vogel heeft de kind gered,nl,False,vogel,kind,redt
de vogels redden de kinderen,de vogels heeft de kinderen gered,nl,True,vogel,kind,redt
de vogel duwt de kind,de vogel heeft de kind geduwd,nl,False,vogel,kind,duwt
de vogels duwen de kinderen,de vogels heeft de kinderen geduwd,nl,True,vogel,kind,duwt
de vogel bekijkt de kind,de vogel heeft de kind bekeken,nl,False,vogel,kind,bekijkt
de vogels bekijken de kinderen,de vogels heeft de kinderen bekeken,nl,True,vogel,kind,bekijkt
de vogel negeert de kind,de vogel heeft de kind genegeerd,nl,False,vogel,kind,negeert
de vogels negeren de kinderen,de vogels heeft de kinderen genegeerd,nl,True,vogel,kind,negeert
de vogel eet de dokter,de vogel heeft de dokter gegeten,nl,False,vogel,dokter,eet
de vogels eten de dokters,de vogels heeft de dokters gegeten,nl,True,vogel,dokter,eet
de vogel ziet de dokter,de vogel heeft de dokter gezien,nl,False,vogel,dokter,ziet
de vogels zien de dokters,de vogels heeft de dokters gezien,nl,True,vogel,dokter,ziet
de vogel mag de dokter,de vogel heeft de dokter gemogen,nl,False,vogel,dokter,mag
de vogels mogen de dokters,de vogels heeft de dokters gemogen,nl,True,vogel,dokter,mag
de vogel zoekt de dokter,de vogel heeft de dokter gezocht,nl,False,vogel,dokter,zoekt
de vogels zoeken de dokters,de vogels heeft de dokters gezocht,nl,True,vogel,dokter,zoekt
de vogel volgt de dokter,de vogel heeft de dokter gevolgd,nl,False,vogel,dokter,volgt
de vogels volgen de dokters,de vogels heeft de dokters gevolgd,nl,True,vogel,dokter,volgt
de vogel draagt de dokter,de vogel heeft de dokter gedragen,nl,False,vogel,dokter,draagt
de vogels dragen de dokters,de vogels heeft de dokters gedragen,nl,True,vogel,dokter,draagt
de vogel zoent de dokter,de vogel heeft de dokter gezoend,nl,False,vogel,dokter,zoent
de vogels zoenen de dokters,de vogels heeft de dokters gezoend,nl,True,vogel,dokter,zoent
de vogel observeert de dokter,de vogel heeft de dokter geobserveerd,nl,False,vogel,dokter,observeert
de vogels observeren de dokters,de vogels heeft de dokters geobserveerd,nl,True,vogel,dokter,observeert
de vogel verzorgt de dokter,de vogel heeft de dokter verzorgd,nl,False,vogel,dokter,verzorgt
de vogels verzorgen de dokters,de vogels heeft de dokters verzorgd,nl,True,vogel,dokter,verzorgt
de vogel valt de dokter,de vogel heeft de dokter aangevallen,nl,False,vogel,dokter,valt
de vogels vallen de dokters,de vogels heeft de dokters aangevallen,nl,True,vogel,dokter,valt
de vogel redt de dokter,de vogel heeft de dokter gered,nl,False,vogel,dokter,redt
de vogels redden de dokters,de vogels heeft de dokters gered,nl,True,vogel,dokter,redt
de vogel duwt de dokter,de vogel heeft de dokter geduwd,nl,False,vogel,dokter,duwt
de vogels duwen de dokters,de vogels heeft de dokters geduwd,nl,True,vogel,dokter,duwt
de vogel bekijkt de dokter,de vogel heeft de dokter bekeken,nl,False,vogel,dokter,bekijkt
de vogels bekijken de dokters,de vogels heeft de dokters bekeken,nl,True,vogel,dokter,bekijkt
de vogel negeert de dokter,de vogel heeft de dokter genegeerd,nl,False,vogel,dokter,negeert
de vogels negeren de dokters,de vogels heeft de dokters genegeerd,nl,True,vogel,dokter,negeert
de vogel eet de meisje,de vogel heeft de meisje gegeten,nl,False,vogel,meisje,eet
de vogels eten de meisjes,de vogels heeft de meisjes gegeten,nl,True,vogel,meisje,eet
de vogel ziet de meisje,de vogel heeft de meisje gezien,nl,False,vogel,meisje,ziet
de vogels zien de meisjes,de vogels heeft de meisjes gezien,nl,True,vogel,meisje,ziet
